pos:2975 neg:4313
揽胜极光车友会	74	41	NULL	1	NULL	0.019177278	0	0	1
绝地求生辅助	269	180	523	329	311	0.110261919	0.2647080377551	0	1
快速瘦身	122	227	115	8	128	0.048941437	2.40615957539782	1.15374194270109	1
同城▄同乡▄同县	908	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1
姜大成	79	57	214	NULL	51	0.065965806	NULL	NULL	1
截下颌角	63	1	NULL	NULL	NULL	0.205718972	NULL	NULL	1
外星人	184	2603	371	484	617	0.390463845	5.73274948368993	4.78545655253184	0
招商代理	441	1334	655	1010	1047	NULL	5.52504258039778	4.82512968514967	0
兰州白癜风	359	14	6	NULL	NULL	0.01871219	NULL	NULL	1
福利多多	222	3230	242	330	4094	0.121460261	4.78166956661292	3.95661852833534	1
淘客推广	292	551	1022	783	908	0.035484874	4.58344926472611	3.85454970172353	0
股票技术	5900	1550	9436	569	1612	NULL	4.97393258430203	5.30399547754323	0
捕ؒ鱼	57	101	48	103	90	NULL	2.53579702372954	1.3896811919839	1
商家	875	37997	2012	10533	73087	NULL	6.82172566511482	6.59082431930642	1
猎豹ct5	117	NULL	5	NULL	NULL	0.093782436	NULL	NULL	1
巴塞罗那	1712	658	1233	268	224	NULL	4.74428265177582	3.29829549904601	0
负面公关	50	2	10	3	3	0.061562587	1.94591014905531	0	1
北京赛ྉ车交流	80	21	NULL	NULL	2	NULL	NULL	NULL	1
游戏代练	260	930	353	192	346	0.004374573	4.96510951175233	3.68303270756826	0
折叠蓬	55	NULL	NULL	NULL	NULL	0.164567484	NULL	NULL	1
xxoo	227	2443	105	270	278	0.383173894	5.39488589286462	4.42506297352141	1
优惠秒杀购物分享	1059	103	4910	491	NULL	NULL	0	0	0
邮币卡资流	92	NULL	NULL	NULL	NULL	0.120212653	NULL	NULL	1
政坛	2006	36	872	6	10	NULL	2.68594532466979	1.33217904021012	1
bbin电子游戏	281	100	15	5	6	0.066444208	0	0	1
考试群	50	10610	98	7114	1974	0.313428348	6.86871484719197	6.17549109771292	1
兰州	424	18453	1145	14050	8809	NULL	7.17705777669626	6.99316486115497	0
儿时玩伴	55	850	6	38	39	0.753867768	2.97137653996902	0.693147180559945	1
淘宝刷单3	378	148	169	6	NULL	0.03432857	1.74806734854609	0	1
大方	157	7437	149	808	1787	0.472650383	6.1173919293987	5.21741150527368	1
淘宝刷单1	394	297	208	15	NULL	NULL	2.27571068566715	1.6094379124341	0
淘宝刷单7	193	88	29	1	NULL	0.049342354	0	0	1
淘宝刷单6	233	80	59	3	NULL	0.03411801	1.38629436111989	1.09861228866811	1
淘宝刷单5	299	81	111	1	NULL	0.040189582	0	0	1
淘宝刷单4	343	145	127	3	1	0.031062709	1.38629436111989	0	1
杰德	243	351	95	226	248	0.192380513	4.61351883528731	3.96854076560346	0
淘宝刷单9	68	133	17	1	NULL	0.044297054	0	0	1
淘宝刷单8	135	146	21	2	NULL	0.101921079	1.38629436111989	0.693147180559945	1
打字员服单	54	NULL	NULL	NULL	NULL	0.071720415	NULL	NULL	1
服务收费	566	104	NULL	8	2	NULL	1.88395444444935	0.89820533970415	1
恩威道源商城	56	75	5	8	9	0.162024028	1.79175946922806	1.64173471218752	1
大户基地	239	1	NULL	NULL	NULL	0.123118844	NULL	NULL	1
互助群	59	26031	151	10363	4565	0.519193808	7.95982038217882	7.07684350516733	1
作曲	211	756	604	266	808	0.056888876	4.47995718827305	3.02320371248249	0
淘满意	80	6	NULL	1	2	0.164567484	0.693147180559945	0	1
女汉纸	167	1881	77	111	136	0.435582305	4.92060010752223	3.60036981520282	1
考核群	85	9027	66	4035	1773	0.402048565	7.69254018867572	5.99409518444541	1
网站入侵网站	212	8	NULL	NULL	NULL	0.070625104	NULL	NULL	1
