tag	oldtag2count	oldexttag2count	newtag2cout	newtitleexttag2count	newdescexttag2count	classifer	entropy	entropyv2
微盘代理	51	64	145	83	100	0.16273891	2.53885836306802	2.11928092190985
借记卡4	51	NULL	3	NULL	NULL	0.128902513	NULL	NULL
霉粉	51	153	126	55	220	0.222940121	3.66711290039805	2.27703363781139
母亲	51	3070	62	258	1077	0.704515187	5.30038806663882	3.95494935754162
最新口子	51	321	75	228	340	0.236911212	3.50269742648241	3.34802917740699
塑料制品	51	531	201	336	522	0.017619194	4.97197789797057	4.3407831001484
安岳	51	1986	133	1356	730	0.060928492	6.08390664043565	5.27342986569902
亲切	51	3786	16	42	1616	0.804592651	4.36085065447483	2.16395565688206
乌海	51	2135	106	1081	741	0.033611418	6.39239390880493	6.13078763781528
二奶陪游	51	75	42	42	5	0.186282745	0	0
铝基板	51	170	107	141	361	0.164567484	3.91494488405235	2.7305729628283
元帅	51	1685	74	301	304	0.332902913	5.31641751343418	4.56064154528669
天天抢红包	51	996	106	504	188	0.174608984	3.91084037031247	2.56704645447428
摩托跑车俱乐部	51	55	3	9	4	0.019317366	2.27186851269656	0.693147180559945
日用品票	51	12	NULL	NULL	NULL	0.02599925	NULL	NULL
博弈	51	2350	47	614	571	0.146152305	5.93778446904281	5.20354547041568
丰田霸道	51	74	20	49	34	0.126460972	3.64153961680032	3.05759155057175
湖南长沙	51	1153	95	885	714	0.017978434	6.09056987713906	6.08946538712919
情趣内衣	51	158	82	46	118	0.043129232	3.91194080659305	2.99432829347782
丰田汉兰达	51	37	20	30	24	0.012246484	3.18379018965413	2.70330983919956
清关	51	1010	190	479	833	0.021694958	4.87363732067397	3.76058113739168
罗马	51	3504	119	939	775	0.096499002	6.22171880984761	5.09989954962556
山水	51	11295	140	4338	4017	0.023237168	6.61646373522399	5.81753078970165
趣分期	51	318	87	31	104	0.164567484	3.49771685421406	2.75166661693152
单职业传奇	51	149	256	240	55	0.054394678	3.8967837416741	2.44433727567807
减肥交流	51	1237	66	709	340	0.049950254	4.30142075211868	4.56810274765421
亚马逊交流	51	254	267	444	137	0.025597298	3.59479682933397	3.52923480948589
基金真题	51	NULL	29	NULL	NULL	0.010585533	NULL	NULL
桃花源	51	2397	70	1146	360	0.061944421	6.17835634644356	5.34990938318179
前端交流	51	241	55	199	85	0.70878103	4.02339197488584	4.05241189136237
苏州招聘	51	137	126	141	95	0.019811319	3.77006351324323	2.80808337524211
邮件推广软件	51	NULL	3	NULL	NULL	0.047205502	NULL	NULL
爆粉	51	1214	136	292	699	0.164567484	4.86315255209638	3.78989346406196
长安cx20俱乐部	51	1	NULL	1	NULL	0.107304592	0	0
长安cx20车友会	51	40	NULL	13	2	0.097605007	2.63905732961526	2.39789527279837
野生	51	6395	100	2400	2615	0.052290269	6.16114951862173	4.96582491934354
高低肩	51	4	7	NULL	6	0.164567484	NULL	NULL
健身方法	51	55	3	NULL	90	0.077311104	NULL	NULL
台灯	51	377	213	145	448	0.037591331	4.70143224176387	3.67680917385336
三生直销	51	86	52	95	68	0.01844562	4.25484123796158	4.09491585897267
咩咩	51	3759	110	806	619	0.160267339	5.5286256435443	4.57387745605973
小兰	51	1498	77	68	97	0.40330662	4.70706099383672	3.71214699499447
叶世荣	51	40	168	3	43	0.088469971	1.94591014905531	1.38629436111989
快速赚钱	51	262	82	106	136	0.060778383	4.27870064647251	3.77961808967877
量能选股法	51	NULL	12	NULL	NULL	0.020590523	NULL	NULL
free	86	7972	115	1119	701	0.206840963	6.38131550761017	5.27979396157046
失恋复合	51	46	3	5	5	0.174681439	0.693147180559945	0.693147180559945
一起进步	51	8600	43	66	8109	0.579277756	3.77462400275115	2.41221020143182
机甲	51	2132	141	381	341	0.067479947	5.86870260893747	4.740598177286
k8	93	1190	147	170	102	0.383173894	5.4919432216155	4.59493938020098
普拉提	51	148	86	25	99	0.030765837	3.2152378712683	2.31324896119027
百度外卖	51	233	159	68	143	0.198242065	4.43875589513852	3.43996273608172
捡肥皂	51	509	78	71	102	0.099926561	4.48279687828433	2.75166661693152
综合评价	51	242	136	85	98	0.307628288	4.54153678263233	3.56964484943947
童心	51	6234	60	777	624	0.326725474	6.26371437041615	5.09828794177925
交通工程	51	1375	116	206	120	0.033090987	5.1357842100215	4.40183565501785
上海未婚妈妈群	51	NULL	18	NULL	NULL	0.293882371	NULL	NULL
北京未婚妈妈群	51	NULL	16	1	1	0.284384381	0	0
郭德纲	51	1405	112	110	227	0.153370438	4.68152118388234	3.1235066719359
竞价交流	51	303	167	263	152	0.14800164	4.19974087598307	3.94885646702719
丝网	51	1267	155	1366	1280	0.025477262	5.08012237665872	3.92624659137574
报表	51	9277	128	2558	1752	0.067162229	6.3741996502642	5.60291413405044
真实相亲游玩k歌	51	NULL	NULL	NULL	NULL	0.471100719	NULL	NULL
昌邑	51	1946	129	1179	591	0.107508298	6.14050929502201	5.64990995079818
房产中介合作	51	52	70	95	15	0.019787027	3.80528688152997	3.75306282145245
房产中介交流	51	149	88	216	74	0.014886021	3.71152001162143	4.51687485404449
时时彩后三	51	65	31	31	31	0.349587752	0	0
傻狗	51	2830	18	239	145	0.124914987	5.20128438444101	3.89699817453713
实盘操作	51	817	80	99	397	0.017735701	4.21108559719743	3.568696955006
打字员兼职放单群	51	51	4	4	4	0.067460069	0	0
生意参谋	51	160	133	190	174	0.207123398	3.54413367107063	1.94673889918365
羞辱	51	489	36	110	290	0.399262591	4.41739322168272	2.8816068597615
杜寒	51	14	81	3	5	0.452405548	1.88915916375402	1.56071040904141
美容交流	51	1142	66	639	281	0.053261461	4.53561024063689	4.87729842675377
光明大陆	51	289	121	154	111	0.154376278	4.71744973426475	3.85214969442587
学习指导	51	370	58	68	376	0.102552712	4.07139408020038	3.68767566133005
奥斯卡	51	2630	106	651	268	0.091657482	5.86869404568803	4.99087325461012
初中家教	51	52	163	16	98	0.161453002	3.28289490787427	2.926417555498
沈阳兼职	51	289	211	430	205	0.023353152	4.16936967283674	3.67103925073919
集成	51	4755	167	1348	2197	0.126084655	6.17973562976181	5.34002057833386
职场交流	51	285	101	133	261	0.132423548	4.11342451216723	3.99583350124742
蓝彩交流	51	16	124	3	4	0.186842097	0.562335144618808	0
paypal	80	274	212	276	316	0.030916194	4.67637899050176	3.61465370422258
社会学考研	51	79	8	52	24	0.010694277	3.51020470439192	2.89279193940658
管理学考研	51	90	35	59	48	0.014428354	3.43280214730647	3.11077056785149
桃园	51	7605	67	1687	800	0.103800403	6.51136224309076	5.94871718074554
噪声检测	51	2	2	NULL	1	0.056730749	NULL	NULL
公共卫生检测	51	3	1	1	2	0.120419408	0.693147180559945	0
湖ྉ北快ྉ三	51	39	NULL	1	1	NULL	1.09861228866811	0
游戏ing	54	63	47	14	8	0.030927787	2.94443897916644	1.6094379124341
淘宝宝贝	51	202	5	40	107	0.090891407	3.7452812665887	2.98486979933271
城东	51	5254	57	1038	568	0.200011295	6.24580903679662	5.80517325821685
标致308俱乐部	51	1	NULL	NULL	1	0.15752753	NULL	NULL
工学院	51	20769	41	1491	1509	0.070812613	5.8018948719025	4.87283927476308
鹿哥	51	1168	144	303	1034	0.185380304	5.02715846287563	3.31173479028723
妖股黑马	51	83	200	63	93	0.069192182	3.60448010926878	3.43233841436177
东南俱乐部	51	28	NULL	1	NULL	0.37304734	0	0
临摹	51	281	135	61	189	0.046114809	4.61398202648471	2.91580048379489
溶脂针	51	56	57	6	23	0.164567484	2.09929279993392	1.71184513523391
群视频	51	2301	116	196	966	0.298699683	5.31401338546171	3.82098381644582
一起摇摆	51	2726	30	433	491	0.544950964	4.15765105936884	3.97584117783801
奔驰cla	51	57	14	29	39	0.048952203	3.40026503613064	2.85129477301684
生殖整形	51	88	36	3	15	0.037658946	1.79175946922805	1.38629436111989
坑班生	51	51	NULL	NULL	NULL	0.64018967	NULL	NULL
小升初派位	51	1	NULL	NULL	1	0.03598774	NULL	NULL
推优生	51	53	NULL	NULL	NULL	0.164567484	NULL	NULL
共建生	51	72	NULL	NULL	1	0.164567484	NULL	NULL
安居	51	4813	152	1133	1074	0.117007554	6.35074930589096	5.50140001992439
配电柜	51	203	213	226	435	0.028930307	4.57950818856011	4.1458865228177
小世界	51	7985	23	1365	641	0.302710194	5.58856178215373	5.43883006659206
时时彩精准计划群	51	57	3	7	7	0.146048278	0.636514168294813	0
听书	51	672	180	150	189	0.136264746	4.78935535365833	3.37920675814695
癫狂	51	1434	3	201	183	0.375544841	4.90721170722017	3.4873783961952
无日峰	51	149	152	117	99	0.164567484	4.73441453567061	2.75095485581558
高血糖	51	93	106	22	104	0.064646225	2.86135589305378	2.39286107333384
十五班	51	6185	20	489	223	0.739837423	5.68708407875879	4.67809643711463
angular	69	80	286	80	142	0.383173894	3.68334926813323	2.75640224988796
建筑劳务	51	559	220	549	445	0.010532021	5.01660563783345	4.74721828611899
来疯	51	3184	77	115	186	0.164567484	5.09277619322263	3.2139712893448
横扫千军	51	767	62	231	89	0.066816629	5.10165411414261	3.74576606241496
妈妈创业	51	138	54	91	89	0.129433674	3.08614306371599	3.21164661264438
胰腺癌	51	61	118	80	101	0.045113923	4.19987928137545	2.48046594892553
army	76	994	237	515	302	0.104687352	5.46125463039032	3.18682572519447
tpl	97	170	212	26	72	0.063696207	4.0037749202899	2.37189981105004
商务司机	51	11	17	5	24	0.056632714	2.13833305950803	1.74786809746676
溜溜	51	4144	66	485	812	0.210558841	5.72921701851138	4.23598173725214
种田	51	802	141	271	339	0.146347759	5.71063366552728	4.35564138035199
生产厂家	51	2117	223	874	4581	0.030633076	6.61866079478423	5.62635707726735
火币	51	175	246	287	451	0.164567484	4.39225425604159	3.65972710337411
棋牌代理	51	293	94	212	123	0.027265231	4.48688925001458	3.72576841331906
汽车销售汽车置换	51	NULL	12	NULL	NULL	0.003303454	NULL	NULL
苹果批发	51	277	119	284	85	0.009122721	5.01480024051673	4.22693199616366
西安相亲	51	52	146	118	75	0.128105092	2.8712409168598	1.90968775371095
div css	10	15	27	3	14	0.383173894	2.18703290677101	1.33217904021012
悟道	51	821	136	265	418	0.10240676	5.46696018950298	4.44716983724715
高级会计师	51	191	172	177	271	0.032307478	3.89260072379584	3.12163462673151
上海国际资金基金	51	NULL	NULL	NULL	NULL	0.013055892	NULL	NULL
国际经济与贸易	51	786	31	51	80	0.058601091	3.31010460080112	1.05492016798614
淘宝客采集群	51	95	273	257	216	0.412114447	3.86075485309934	1.94591014905531
西部	51	7684	118	3508	2542	0.253592117	7.00670904988648	6.65001048196675
通比牛牛	51	12	24	2	10	0.288796962	1.09861228866811	0.693147180559945
门窗装饰	51	221	74	174	28	0.011044	4.85551498175198	4.65108495971971
油条	51	3408	160	380	336	0.045550301	5.15239777112726	3.74722336194461
微擎	51	173	222	351	264	0.164567484	4.53925507469114	4.04737398001871
注册造价工程师	51	75	217	86	140	0.012564193	3.15135348597068	2.7628627416665
麻将群	51	5354	99	3777	548	0.313018804	7.36216981561108	5.91044921862157
三农	51	1648	108	423	590	0.052472779	5.4920982610818	4.81010516769714
学习学习学习	51	1074	41	44	1258	0.110627106	3.13060680071082	1.16222554492109
郑州户外旅游	51	28	35	26	15	0.01963899	1.97692277866185	0
汽车教练	51	104	22	31	26	0.012966009	3.01531140437418	2.70970299329641
异业联盟	51	260	80	115	309	0.292290694	4.74888291678814	4.29976771614633
钢笔	51	481	176	161	309	0.044052414	4.92743708588902	4.15035415268347
快乐12	51	469	16	89	68	0.767064801	3.39353623017853	2.38882894207232
快乐8	51	457	32	42	52	0.721883585	3.76562139950751	2.75554979066418
粤微盘	51	130	102	206	146	0.120794344	2.20050811532695	3.01341230478251
一元大理游	51	72	NULL	NULL	NULL	0.033322903	NULL	NULL
泰妍	51	207	80	59	135	0.3124085	4.63909570271359	3.07955738339397
价格优惠	51	4137	111	42	5292	0.020948442	4.39004815090045	3.9365583563342
株洲市	51	1976	71	406	444	0.031009937	5.93162461092899	5.48583059688589
黄瓜	51	3551	121	768	707	0.043433402	5.52593708452864	4.90682545984162
威海招聘	51	115	69	88	39	0.035353306	3.28588490085505	2.17256165100863
学习吧	51	3036	32	375	615	0.523234611	5.18595369902399	4.24166706149954
网上挣钱	51	107	110	43	260	0.20278129	3.03843006556697	2.34586246401163
田径培训	51	2	2	1	1	0.013570874	0	0
棋类培训	51	7	5	1	8	0.011118031	0.693147180559945	0.693147180559945
商业服务	51	312	109	54	90	0.107279254	4.18835719163333	3.73823089467693
神皂	51	215	48	17	55	0.164567484	3.56713746369771	2.31142344469197
大专学历	51	246	68	19	115	0.163791275	3.20608922702882	2.59930192709979
mmorpg	58	168	150	16	259	0.383173894	3.72611817482972	2.07944154167984
服务号	51	7872	121	2379	379	0.164567484	4.9229467274483	3.81930126584386
龙华富士康	51	218	119	173	107	0.151205879	4.13464899425651	3.51389942934213
雪铁龙团购	51	82	15	18	11	0.009251757	3.05835272885915	2.64766546412733
养生之道	51	832	86	165	464	0.147110409	4.73827974482537	3.74424829289311
防水涂料	51	104	153	92	234	0.015588656	4.22046122702491	3.77428127516176
山大	51	9756	100	1148	580	0.247943816	5.96640014602458	5.3354411782793
日常用品	51	347	84	49	295	0.103509973	4.39634841363741	3.76103993451516
情头	51	593	225	220	552	0.164567484	4.81354180168539	3.15181872503836
鹤岗	51	2674	118	1414	916	0.102793569	6.40913362784912	6.16002607893935
商圈	51	1522	96	852	868	0.046086713	6.53483992530442	5.9778336952378
癫痫交流	51	128	27	38	18	0.096820149	2.03839242447539	2.39789527279837
凤凰娱乐计划群	51	47	2	2	13	0.091536473	0	0
翡翠赌石	51	209	146	203	180	0.124051692	4.18831457172479	3.89290200296915
同成	51	11125	99	227	176	0.67457332	4.86783272133543	4.56754130284446
动物世界	51	2044	70	452	145	0.05493087	4.81496988024568	4.34328546286499
黄秋葵干果批发	51	52	NULL	NULL	NULL	0.014995961	NULL	NULL
购物折扣	51	396	81	334	142	0.010928599	4.14945547024941	3.39708313311473
衣服搭配	51	100	33	19	64	0.131887933	2.99880451885859	2.20478541691352
0126.com	51	53	1	NULL	1	0.383173894	NULL	NULL
曼谷	51	437	128	166	175	0.043824079	5.16865167406521	3.94503525506363
小糯米	51	277	83	44	30	0.064122833	3.85981573195112	2.7135785408057
风趣	51	1360	83	94	647	0.5844276	4.71189384822611	3.04808216009121
苏烟批发	51	NULL	NULL	NULL	NULL	0.009771578	NULL	NULL
玉溪烟批发	51	NULL	NULL	NULL	NULL	0.067916195	NULL	NULL
批发中华	51	2	1	NULL	7	0.036207849	NULL	NULL
批发高档香烟	51	NULL	1	NULL	NULL	0.009329127	NULL	NULL
股票金融	51	318	46	145	136	0.002725834	4.00606553021371	3.91288609933377
聚会娱乐	51	583	107	303	568	0.592146524	4.53307577910552	4.92391494539939
食道癌	51	110	75	53	91	0.045992438	3.86128650373779	2.74619700361337
粮食	51	3282	139	1462	1332	0.059528777	6.01636830265878	5.30897238961996
同宿舍	51	372	5	2	27	0.885706006	1.73286795139986	0
广州大学城	51	261	80	220	140	0.022152781	4.48399980574447	3.87515558921507
稻城亚丁	51	230	106	94	137	0.050595014	3.92866511229292	2.86834548255506
实盘指导	51	1077	83	211	297	0.046027475	4.3656796779318	3.2361653324736
矿业工程	51	215	52	40	41	0.037493714	3.60994886128393	2.60410288905037
宴会	51	1236	75	230	635	0.400726571	5.43290574787096	4.15469955418827
买卖点分析	51	17	6	1	7	0.029861743	0.693147180559945	0.693147180559945
温馨的家	51	6990	47	347	1413	0.824507953	5.50193199435297	4.21890385396939
养蜂技术	51	112	81	153	282	0.013663624	3.45917201013243	4.04297454671194
新媒体推广	51	54	53	42	32	0.031333396	3.23667793493213	2.89793259747347
改造	51	7608	148	1744	3984	0.178337535	6.83231496331868	5.70464482549612
在校生	51	1751	66	196	1352	0.241910354	5.27320282156564	4.67842772243592
势力	51	14494	48	3212	3007	0.231188632	6.6673797705651	6.16410897059972
牛股分析	51	139	63	104	196	0.011868592	3.82262208192685	4.18762503588228
上海假结婚购房	51	1	11	2	NULL	0.016218573	1.09861228866811	0.693147180559945
tgp	61	534	166	256	206	0.383173894	5.07513075167566	4.17812244828051
三肖	51	740	32	65	21	0.164567484	4.33888781090827	2.83751154760342
互联网软件开发	51	21	1	3	5	0.013048795	1.09861228866811	1.09861228866811
解惑	51	1515	71	166	1057	0.130612107	5.30735496775648	4.69050307769187
无偿献血	51	490	98	246	301	0.260141213	4.51930615714787	3.45416748984646
天津股票群	51	27	46	44	32	0.022532623	2.66196419746207	0
股友会	51	458	49	229	23	0.164567484	5.16865927259024	4.35987595032666
逗你玩	51	2051	39	267	97	0.614454944	4.85935759121214	3.8979247046922
云播	51	301	140	302	199	0.164567484	4.64148218770965	3.50553647382851
网上找兼职	51	70	10	6	10	0.432683008	1.01140426470735	0
桂林理工大学	51	1084	75	102	252	0.017131007	4.12128072834565	2.75705158662523
仪器科学与技术	51	10	6	NULL	5	0.027050145	NULL	NULL
每天开心	51	2994	33	129	1255	0.775180587	4.29131161335033	2.30461938482067
王者榮耀	51	870	97	293	157	0.033265296	4.94062129465616	3.46371386660382
蜘蛛侠	51	1512	167	188	201	0.038947283	5.04077276692339	4.0298844829923
招教考试	51	237	307	261	322	0.078888185	3.85702164327655	3.84259686386646
申博包杀	51	58	23	21	29	0.185242152	1.15374194270109	0
保镖	51	1316	89	281	322	0.08650234	5.36541675578179	4.64040808874609
买单报关	51	85	62	26	70	0.023194244	3.50221541120494	2.67235169799427
伊犁	51	2361	144	1545	754	0.030255429	6.27763542702597	6.03880275864323
it技术交流	54	892	102	628	313	0.052079714	4.46716168964318	4.82998176577893
答案出售	51	5	NULL	1	NULL	0.059838722	0	0
生活悠闲	51	270	93	58	83	0.283884995	3.06814426749465	2.19722457733622
女频	51	215	183	156	241	0.254702476	4.42077070835868	3.41551795787969
微信扫雷群	51	108	17	25	11	0.156734174	2.07944154167984	0
资产包	51	104	110	84	84	0.047853583	4.15351694076751	3.25057965081817
刺激战场模拟器	51	210	178	293	170	0.03341076	3.30731032870105	1.92924675985553
合肥股票	51	237	71	231	413	0.004249864	3.70156060631614	4.15913174581066
标致408车友会	51	107	6	51	16	0.133649064	3.94093487596711	3.73216510289134
黄忆慈	51	193	43	47	46	0.164567484	3.73301999854114	2.20099850906458
冰激凌	51	1516	87	227	180	0.053339871	5.28118177704241	3.95906594068384
新闻稿	51	929	153	140	349	0.146922569	3.5378253848693	2.49754192769342
民间	51	6787	124	2559	4790	0.068396665	6.61316263902607	6.25219284131847
服务优质	51	61	76	NULL	54	0.228813053	NULL	NULL
大连油	51	68	49	9	19	0.011882904	2.75219154656904	2.39331212297452
不夜城	51	2561	95	1819	317	0.10515838	6.36755709727877	5.68852105707019
赚钱软件	51	460	140	189	355	0.025494116	4.49436051044419	3.67768076746599
欢乐麻将	51	773	113	275	124	0.208802407	4.23865091052038	3.46839946112486
凹凸	51	6988	177	2652	1448	0.032712401	6.13560842026416	4.66264822810933
干燥	51	898	100	110	348	0.402371994	4.95328467907169	3.86005406187446
时时彩全天计划	51	55	1	1	1	0.197287491	0	0
粉丝后援会	51	13759	92	8961	1866	0.241499265	6.52988319124313	4.38160020064115
祁东	51	1544	104	857	475	0.045731299	5.843395258417	5.33406721777257
